release_id,curve_id,source_id,source_family_id,formulation_id,sample_id,property_name,unit,point_count,point_index_min,point_index_max,value_min,value_max,condition_name,condition_unit,condition_min,condition_max,gold_admission_status,usage_mode,model_ready,leakage_group,development_split,source_holdout_fold,curve_total_loss_weight,source_locator,citation_keys,license
tpu-usable-2026-07-21-v1,compression:RPUF_0:RPUF1_compression_Specimen_9,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_0,RPUF1_compression_Specimen_9,compressive_stress,MPa,242,1.0,242.0,-2e-05,0.24806,compressive_strain,dimensionless,0.0,0.2693,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000046,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF00_compression_RawData/RPUF1_compression_Specimen_9.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_1.5:RPUF2_compression_Specimen_1,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_1.5,RPUF2_compression_Specimen_1,compressive_stress,MPa,234,1.0,234.0,-0.00031,0.20414,compressive_strain,dimensionless,0.0,0.26967,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062499999978,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF15_compression_RawData/RPUF2_compression_Specimen_1.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_1.5:RPUF2_compression_Specimen_2,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_1.5,RPUF2_compression_Specimen_2,compressive_stress,MPa,235,1.0,235.0,-0.00028,0.19061,compressive_strain,dimensionless,0.0,0.26896,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000045,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF15_compression_RawData/RPUF2_compression_Specimen_2.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_1.5:RPUF2_compression_Specimen_3,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_1.5,RPUF2_compression_Specimen_3,compressive_stress,MPa,237,1.0,237.0,-0.00033,0.17669,compressive_strain,dimensionless,0.0,0.26939,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.06249999996,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF15_compression_RawData/RPUF2_compression_Specimen_3.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_1.5:RPUF2_compression_Specimen_4,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_1.5,RPUF2_compression_Specimen_4,compressive_stress,MPa,236,1.0,236.0,-0.00021,0.18873,compressive_strain,dimensionless,0.0,0.26918,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062499999888,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF15_compression_RawData/RPUF2_compression_Specimen_4.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_1.5:RPUF2_compression_Specimen_5,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_1.5,RPUF2_compression_Specimen_5,compressive_stress,MPa,226,1.0,226.0,0.00072,0.18327,compressive_strain,dimensionless,0.0,0.26882,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000098,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF15_compression_RawData/RPUF2_compression_Specimen_5.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_1.5:RPUF2_compression_Specimen_6,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_1.5,RPUF2_compression_Specimen_6,compressive_stress,MPa,235,1.0,235.0,-0.00012,0.17961,compressive_strain,dimensionless,0.0,0.26989,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000045,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF15_compression_RawData/RPUF2_compression_Specimen_6.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_3.0:RPUF3_compression_Specimen_1,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_3.0,RPUF3_compression_Specimen_1,compressive_stress,MPa,205,1.0,205.0,-0.00028,0.17581,compressive_strain,dimensionless,0.0,0.26984,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000045,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF30_compression_RawData/RPUF3_compression_Specimen_1.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_3.0:RPUF3_compression_Specimen_2,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_3.0,RPUF3_compression_Specimen_2,compressive_stress,MPa,203,1.0,203.0,-0.00021,0.19142,compressive_strain,dimensionless,0.0,0.26933,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062499999919,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF30_compression_RawData/RPUF3_compression_Specimen_2.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_3.0:RPUF3_compression_Specimen_3,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_3.0,RPUF3_compression_Specimen_3,compressive_stress,MPa,205,1.0,205.0,-0.00014,0.20074,compressive_strain,dimensionless,0.0,0.26984,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000045,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF30_compression_RawData/RPUF3_compression_Specimen_3.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_3.0:RPUF3_compression_Specimen_4,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_3.0,RPUF3_compression_Specimen_4,compressive_stress,MPa,192,1.0,192.0,-0.00015,0.17636,compressive_strain,dimensionless,0.0,0.26976,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062499999936,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF30_compression_RawData/RPUF3_compression_Specimen_4.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_3.0:RPUF3_compression_Specimen_5,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_3.0,RPUF3_compression_Specimen_5,compressive_stress,MPa,190,1.0,190.0,-0.00015,0.16379,compressive_strain,dimensionless,0.0,0.26921,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.06249999992,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF30_compression_RawData/RPUF3_compression_Specimen_5.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_3.0:RPUF3_compression_Specimen_6,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_3.0,RPUF3_compression_Specimen_6,compressive_stress,MPa,195,1.0,195.0,-0.00016,0.19251,compressive_strain,dimensionless,0.0,0.26943,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000095,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF30_compression_RawData/RPUF3_compression_Specimen_6.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_4.5:RPUF4_compression_Specimen_1,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_4.5,RPUF4_compression_Specimen_1,compressive_stress,MPa,227,1.0,227.0,-6e-05,0.13693,compressive_strain,dimensionless,0.0,0.26906,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062499999892,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF45_compression_RawData/RPUF4_compression_Specimen_1.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_4.5:RPUF4_compression_Specimen_2,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_4.5,RPUF4_compression_Specimen_2,compressive_stress,MPa,233,1.0,233.0,-0.00019,0.13478,compressive_strain,dimensionless,0.0,0.26946,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062499999919,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF45_compression_RawData/RPUF4_compression_Specimen_2.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_4.5:RPUF4_compression_Specimen_3,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_4.5,RPUF4_compression_Specimen_3,compressive_stress,MPa,231,1.0,231.0,-0.00011,0.14212,compressive_strain,dimensionless,0.0,0.26996,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000101,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF45_compression_RawData/RPUF4_compression_Specimen_3.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_4.5:RPUF4_compression_Specimen_4,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_4.5,RPUF4_compression_Specimen_4,compressive_stress,MPa,231,1.0,231.0,-0.00023,0.14107,compressive_strain,dimensionless,0.0,0.26901,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000101,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF45_compression_RawData/RPUF4_compression_Specimen_4.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_4.5:RPUF4_compression_Specimen_5,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_4.5,RPUF4_compression_Specimen_5,compressive_stress,MPa,231,1.0,231.0,-0.00022,0.14106,compressive_strain,dimensionless,0.0,0.269,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000101,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF45_compression_RawData/RPUF4_compression_Specimen_5.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_4.5:RPUF4_compression_Specimen_6,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_4.5,RPUF4_compression_Specimen_6,compressive_stress,MPa,235,1.0,235.0,1e-05,0.1426,compressive_strain,dimensionless,0.0,0.2699,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000045,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF45_compression_RawData/RPUF4_compression_Specimen_6.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_6.0:RPUF5_compression_Specimen_1,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_6.0,RPUF5_compression_Specimen_1,compressive_stress,MPa,201,1.0,201.0,-0.00013,0.15111,compressive_strain,dimensionless,0.0,0.26992,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000074,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF60_compression_RawData/RPUF5_compression_Specimen_1.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_6.0:RPUF5_compression_Specimen_2,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_6.0,RPUF5_compression_Specimen_2,compressive_stress,MPa,214,1.0,214.0,4e-05,0.15385,compressive_strain,dimensionless,0.0,0.26995,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.06250000005,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF60_compression_RawData/RPUF5_compression_Specimen_2.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_6.0:RPUF5_compression_Specimen_3,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_6.0,RPUF5_compression_Specimen_3,compressive_stress,MPa,193,1.0,193.0,-5e-05,0.15084,compressive_strain,dimensionless,0.0,0.26902,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000021,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF60_compression_RawData/RPUF5_compression_Specimen_3.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_6.0:RPUF5_compression_Specimen_4,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_6.0,RPUF5_compression_Specimen_4,compressive_stress,MPa,197,1.0,197.0,1e-05,0.16039,compressive_strain,dimensionless,0.0,0.26941,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062499999951,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF60_compression_RawData/RPUF5_compression_Specimen_4.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_6.0:RPUF5_compression_Specimen_5,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_6.0,RPUF5_compression_Specimen_5,compressive_stress,MPa,205,1.0,205.0,-0.00017,0.15865,compressive_strain,dimensionless,0.0,0.26909,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000045,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF60_compression_RawData/RPUF5_compression_Specimen_5.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:RPUF_6.0:RPUF5_compression_Specimen_6,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_6.0,RPUF5_compression_Specimen_6,compressive_stress,MPa,210,1.0,210.0,-9e-05,0.17786,compressive_strain,dimensionless,0.0,0.26919,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.06250000008,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF60_compression_RawData/RPUF5_compression_Specimen_6.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:SPUF_0:SPUF1_compression_Specimen__1,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_0,SPUF1_compression_Specimen__1,compressive_stress,MPa,218,1.0,218.0,0.0,0.01645,compressive_strain,dimensionless,0.0,0.2697,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000064,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF00_compression_RawData/SPUF1_compression_Specimen__1.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:SPUF_0:SPUF1_compression_Specimen__2,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_0,SPUF1_compression_Specimen__2,compressive_stress,MPa,216,1.0,216.0,-7e-05,0.01777,compressive_strain,dimensionless,0.0,0.26912,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.062500000032,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF00_compression_RawData/SPUF1_compression_Specimen__2.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
tpu-usable-2026-07-21-v1,compression:SPUF_0:SPUF1_compression_Specimen__3,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_0,SPUF1_compression_Specimen__3,compressive_stress,MPa,215,1.0,215.0,-3e-05,0.01876,compressive_strain,dimensionless,0.0,0.26999,conditional_reference,auxiliary_train,True,hard_group_fd781ae26d0b0ae3,train,3,0.06249999991,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF00_compression_RawData/SPUF1_compression_Specimen__3.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,CC BY 4.0
