xtb_task_index,xtb_task_slug,candidate_id,component_role,conformer_id,source_task_slug,crest_rank,canonical_smiles,run_status,warning_codes,failure_type,failure_message,archive_file,archive_sha256,method,xtb_version,xtb_version_full,total_energy_hartree,relative_energy_kcal_mol,boltzmann_proxy_weight_298K,homo_ev,lumo_ev,homo_lumo_gap_ev,reported_homo_lumo_gap_ev,dipole_x_au,dipole_y_au,dipole_z_au,dipole_magnitude_debye,partial_charge_sum_e,gfn2_d4_alpha0_au,reactive_site_kind,reactive_site_count,reactive_site_distance_a,probe_radius_a,sphere_point_count,site_1_atom_index,site_1_charge_e,site_1_atomic_alpha0_au,site_1_incident_wbo_count,site_1_incident_wbo_sum,site_1_incident_wbo_mean,site_1_sasa_a2,site_1_relative_sasa,site_1_nonbonded_net_gap_a,site_2_atom_index,site_2_charge_e,site_2_atomic_alpha0_au,site_2_incident_wbo_count,site_2_incident_wbo_sum,site_2_incident_wbo_mean,site_2_sasa_a2,site_2_relative_sasa,site_2_nonbonded_net_gap_a,site_charge_e_mean,site_charge_e_min,site_charge_e_max,site_charge_e_abs_difference,site_atomic_alpha0_au_mean,site_atomic_alpha0_au_min,site_atomic_alpha0_au_max,site_atomic_alpha0_au_abs_difference,site_incident_wbo_sum_mean,site_incident_wbo_sum_min,site_incident_wbo_sum_max,site_incident_wbo_sum_abs_difference,site_sasa_a2_mean,site_sasa_a2_min,site_sasa_a2_max,site_sasa_a2_abs_difference,site_relative_sasa_mean,site_relative_sasa_min,site_relative_sasa_max,site_relative_sasa_abs_difference,site_nonbonded_net_gap_a_mean,site_nonbonded_net_gap_a_min,site_nonbonded_net_gap_a_max,site_nonbonded_net_gap_a_abs_difference,xtbout_json_sha256,stdout_sha256,wbo_sha256
8000078,0008_000079_cf_8161f27d769ee6d19e41,commercial_hdi,diisocyanate,cf_8161f27d769ee6d19e41,reality_commercial_hdi,79,O=C=NCCCCCCN=C=O,success,,,,结果包/81/0008_000079_cf_8161f27d769ee6d19e41.tar.gz,042d52b354aae76f937860e26ca39370c5826fb1c6582111394f13d21ab304ae,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26802283,,,-11.40189159,-5.39532956,6.0065620299999996,6.00656204,0.44256417,-2.32638798,0.38070413,6.096418825346786,-2.0000000041514587e-08,111.165239,nco_carbon,2,5.340453157294663,1.4,960,1,0.30808911,7.968,2,3.87914039718343,1.939570198591715,25.662099590848218,0.2125,-0.28126701660835085,10,0.30846741,7.967,2,3.87092561534652,1.93546280767326,16.856477182223834,0.13958333333333334,-0.3672277426550461,0.30827826,0.30808911,0.30846741,0.0003782999999999981,7.967499999999999,7.967,7.968,0.001000000000000334,3.8750330062649754,3.87092561534652,3.87914039718343,0.008214781836910046,21.259288386536028,16.856477182223834,25.662099590848218,8.805622408624384,0.17604166666666665,0.13958333333333334,0.2125,0.07291666666666666,-0.3242473796316985,-0.3672277426550461,-0.28126701660835085,0.08596072604669525,a09e6d57a7dda8f990778969fe25db16c70fbf4131e306d49250a030442b149b,07b9328ae4835974d62be80ec9f67b66a1c758bbbabccd0d6ec47132c02655f1,4d67480e38a3db8464eb51e80956ed8bd84dd9f311243f9d9ec3ca07fadb63fd
8000079,0008_000080_cf_63b23d20b32b0d413d42,commercial_hdi,diisocyanate,cf_63b23d20b32b0d413d42,reality_commercial_hdi,80,O=C=NCCCCCCN=C=O,success,,,,结果包/63/0008_000080_cf_63b23d20b32b0d413d42.tar.gz,e750a78813aaff5ac11f9220eedb73f998f573578dd2604b26b4b1a0094cb6a5,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26796956,,,-11.30097847,-5.33410185,5.966876620000001,5.96687662,0.04660695,-1.28269021,0.31790201,3.3609995410633418,2.7755575615628914e-17,111.153811,nco_carbon,2,5.569706728269856,1.4,960,1,0.30850576,7.967,2,3.87454512801302,1.93727256400651,19.37236929897366,0.16041666666666668,-0.3382335510396475,10,0.30686473,7.972,2,3.87706645356731,1.938533226783655,20.001342328161112,0.165625,-0.21433424261994505,0.307685245,0.30686473,0.30850576,0.0016410300000000433,7.9695,7.967,7.972,0.005000000000000782,3.875805790790165,3.87454512801302,3.87706645356731,0.002521325554289966,19.686855813567384,19.37236929897366,20.001342328161112,0.6289730291874527,0.16302083333333334,0.16041666666666668,0.165625,0.005208333333333315,-0.27628389682979626,-0.3382335510396475,-0.21433424261994505,0.12389930841970243,4bba2b7357f208db185315c4ac4c3616adc7ff79682bc9873b3f520ed982a509,63acadf3804f0b946aa1791620990b242f8c1dacf4e983c7f5a83eec409911ce,d8d0ce3b08762f95617635ee97eb8f7d50da82bdcde5fc140560a069244bd111
8000080,0008_000081_cf_3f684e83517304405d65,commercial_hdi,diisocyanate,cf_3f684e83517304405d65,reality_commercial_hdi,81,O=C=NCCCCCCN=C=O,success,,,,结果包/3f/0008_000081_cf_3f684e83517304405d65.tar.gz,0f17eab18a78378162ee4de3ecb2a99353529ecc01ecfcdb9ff1d502d9dfcdba,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26795495,,,-11.23342499,-5.29480651,5.93861848,5.93861848,-0.42395988,-2.19364768,0.39617563,5.767460414859769,4.163336342344337e-17,111.196378,nco_carbon,2,3.5682014584793604,1.4,960,1,0.30825896,7.968,2,3.87671076751804,1.93835538375902,18.617601663948708,0.15416666666666667,-0.11126167637189077,10,0.30946595,7.964,2,3.87330135494377,1.936650677471885,16.227504153036374,0.134375,-0.39838459657427183,0.308862455,0.30825896,0.30946595,0.0012069899999999634,7.966,7.964,7.968,0.0039999999999995595,3.8750060612309047,3.87330135494377,3.87671076751804,0.0034094125742698544,17.42255290849254,16.227504153036374,18.617601663948708,2.3900975109123337,0.14427083333333335,0.134375,0.15416666666666667,0.01979166666666668,-0.2548231364730813,-0.39838459657427183,-0.11126167637189077,0.28712292020238106,251bbb7805d160b24c1b98ec2cc8fa953eb71b842e7063509482eea340f33286,96bcdacd5e2ac3ad0ffbfae17f3f532521f64a4809b17912ba37122f45baac79,bbdd50137f78fe67bdb4d154d8f978d6e250db00956b0883787a8e05b91bf4ff
8000081,0008_000082_cf_3d6cba22d8d020991241,commercial_hdi,diisocyanate,cf_3d6cba22d8d020991241,reality_commercial_hdi,82,O=C=NCCCCCCN=C=O,success,,,,结果包/3d/0008_000082_cf_3d6cba22d8d020991241.tar.gz,f80f20b54aae24b6f0410901eff61f1e1dc1ddfd6a378efe6ffd834937783678,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26789599,,,-11.45969142,-5.41425099,6.04544043,6.04544043,-0.20735235,0.02121159,-0.11278307,0.6023720813671815,-1.9999999996411777e-08,111.130497,nco_carbon,2,8.512848206351137,1.4,960,1,0.30758218,7.97,2,3.87344091205031,1.936720456025155,22.894618262423407,0.18958333333333333,-0.34594038692918927,10,0.30660756,7.973,2,3.87830978516772,1.93915489258386,26.794251043385636,0.221875,-0.28285556402608103,0.30709487,0.30660756,0.30758218,0.0009746199999999816,7.9715,7.97,7.973,0.0030000000000001137,3.875875348609015,3.87344091205031,3.87830978516772,0.004868873117410022,24.84443465290452,22.894618262423407,26.794251043385636,3.8996327809622287,0.20572916666666666,0.18958333333333333,0.221875,0.03229166666666666,-0.31439797547763515,-0.34594038692918927,-0.28285556402608103,0.06308482290310824,68e505fb817ff28867b2a6a1a26b6cb4dfb1eaf68b21c84c4172925c10e1e509,813a4fc0d26ed51e80444bf507ed16ac07667084e415dfb5ef80ac7066b5e211,867ac76b79ad9135171d29e56d0a921a45e557fa48d04f5f77852482989a9ea8
8000082,0008_000083_cf_22b2fab457f6e8233f0a,commercial_hdi,diisocyanate,cf_22b2fab457f6e8233f0a,reality_commercial_hdi,83,O=C=NCCCCCCN=C=O,success,,,,结果包/22/0008_000083_cf_22b2fab457f6e8233f0a.tar.gz,8d25daaaa8ad471619c0126a0331af5399e6e7da8d1a2965d44379b17486a22e,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26779387,,,-11.38187843,-5.44904012,5.93283831,5.93283831,-0.34261941,-1.96523545,0.59778087,5.293231297395343,-2.0816681711721685e-17,111.151308,nco_carbon,2,5.930381840391453,1.4,960,1,0.3082897,7.967,2,3.8773363114154,1.9386681557077,21.259288386536024,0.17604166666666668,-0.2548909836704971,10,0.30778651,7.969,2,3.87250671538864,1.93625335769432,20.75610996318606,0.171875,-0.3576590692189554,0.308038105,0.30778651,0.3082897,0.0005031899999999867,7.968,7.967,7.969,0.002000000000000668,3.87492151340202,3.87250671538864,3.8773363114154,0.004829596026759919,21.00769917486104,20.75610996318606,21.259288386536024,0.503178423349965,0.17395833333333333,0.171875,0.17604166666666668,0.00416666666666668,-0.30627502644472626,-0.3576590692189554,-0.2548909836704971,0.10276808554845829,4458b974a5e49c6e7c857aac46714e9f3ba89d37ba04f5281edf1d7f8ba1298a,edfef45c2cf373a6a508e1c2d53fb73a83528746919f8f998050a49b782e25cd,972487f7dbf43f7efa90d917c18f6704d43230cc5a7b43441f673c171bebf56e
8000083,0008_000084_cf_72355b1ee7e841d1ec09,commercial_hdi,diisocyanate,cf_72355b1ee7e841d1ec09,reality_commercial_hdi,84,O=C=NCCCCCCN=C=O,success,,,,结果包/72/0008_000084_cf_72355b1ee7e841d1ec09.tar.gz,e02d08c725dee0cb05d20b7f55331989ec3237ad71e505caa6386bc10a279b97,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26779192,,,-11.38091716,-5.45049694,5.930420219999999,5.93042022,0.346785,-1.98084744,-0.5940968,5.329773741396267,-6.245004513516506e-17,111.151698,nco_carbon,2,5.850550782657288,1.4,960,1,0.30780587,7.969,2,3.87250007132522,1.93625003566261,20.252931539836094,0.16770833333333332,-0.35799752786539507,10,0.30831747,7.967,2,3.87713496073786,1.93856748036893,20.881904569023547,0.17291666666666666,-0.25679634916805627,0.30806166999999995,0.30780587,0.30831747,0.0005116000000000009,7.968,7.967,7.969,0.002000000000000668,3.87481751603154,3.87250007132522,3.87713496073786,0.004634889412639787,20.567418054429822,20.252931539836094,20.881904569023547,0.6289730291874527,0.17031249999999998,0.16770833333333332,0.17291666666666666,0.005208333333333343,-0.30739693851672567,-0.35799752786539507,-0.25679634916805627,0.1012011786973388,dc7e68470ed7c580d7123350028f7c80148862f7c517a98875c264ea832ccf71,884090b628c85a5671d69e7fa5f3ef0afcfc1e6a701f36ecfc0e4e26d02c7ee8,b0a27ce9840dec9353b26249de77235d801f795b955a11188b7e72ce359bee4c
8000084,0008_000085_cf_c8b151242e24f8c07c35,commercial_hdi,diisocyanate,cf_c8b151242e24f8c07c35,reality_commercial_hdi,85,O=C=NCCCCCCN=C=O,success,,,,结果包/c8/0008_000085_cf_c8b151242e24f8c07c35.tar.gz,794145fa5f372284985ada679625bcfbd98a3dd48e359156244ad103ed5e2096,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26775634,,,-11.37653604,-5.4073445,5.96919154,5.96919154,-0.30304483,-1.03337526,0.01988957,2.7376577234275357,1.0000000005144782e-08,111.130265,nco_carbon,2,5.2689484400497095,1.4,960,1,0.30594326,7.975,2,3.8740770254029298,1.9370385127014649,20.001342328161112,0.165625,-0.16468709787014157,10,0.30676431,7.972,2,3.875056298905,1.9375281494525,18.617601663948708,0.15416666666666667,-0.20532955700738453,0.306353785,0.30594326,0.30676431,0.0008210499999999898,7.9735,7.972,7.975,0.0029999999999992255,3.874566662153965,3.8740770254029298,3.875056298905,0.000979273502070388,19.30947199605491,18.617601663948708,20.001342328161112,1.3837406642124037,0.15989583333333335,0.15416666666666667,0.165625,0.01145833333333332,-0.18500832743876305,-0.20532955700738453,-0.16468709787014157,0.04064245913724296,7f887a4b9725d54ed0b4d3089b40b996cdc26deae062ce878868e578575ae495,24b7f051d701118501e9b0d6923d975621eb5e2c15684892a4bf41e62846f8c0,b3549a38e6e7f6081be486d8f96aca975b5309b16c528bb709f49d59450c562f
8000085,0008_000086_cf_b745b59399d630d8308f,commercial_hdi,diisocyanate,cf_b745b59399d630d8308f,reality_commercial_hdi,86,O=C=NCCCCCCN=C=O,success,,,,结果包/b7/0008_000086_cf_b745b59399d630d8308f.tar.gz,7b4cc5f4a8e78d765d5edc4439cb6e5f1c3a643bd1be8898d6411fb063b397a6,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26775335,,,-11.43157549,-5.40805068,6.0235248100000005,6.02352482,-0.35946388,-1.52317592,-0.56715619,4.231030204985346,1.0000000015553123e-08,111.144476,nco_carbon,2,7.069050007327069,1.4,960,1,0.30654438,7.973,2,3.8787265654268,1.9393632827134,26.416867225873165,0.21875,-0.2876441682023163,10,0.30718679,7.971,2,3.87450408487565,1.937252042437825,21.259288386536024,0.17604166666666668,-0.29453577031041833,0.306865585,0.30654438,0.30718679,0.0006424099999999822,7.9719999999999995,7.971,7.973,0.0019999999999997797,3.876615325151225,3.87450408487565,3.8787265654268,0.004222480551149932,23.838077806204595,21.259288386536024,26.416867225873165,5.157578839337141,0.19739583333333333,0.17604166666666668,0.21875,0.04270833333333332,-0.2910899692563673,-0.29453577031041833,-0.2876441682023163,0.006891602108102024,1c76b5d7beb0ae1526967a6e9e162c1ce9687e45aee58c8a9f6a171daae626c8,c36ebe7e6fa275c4036820909409eae0ac461db007b72198431a408d2b0f7afb,c7b4a1e58ad722fe253fbf3adb298c154a043ab4f192ce30343faa84d123bca6
8000086,0008_000087_cf_8b7021b90e819f1c551a,commercial_hdi,diisocyanate,cf_8b7021b90e819f1c551a,reality_commercial_hdi,87,O=C=NCCCCCCN=C=O,success,,,,结果包/8b/0008_000087_cf_8b7021b90e819f1c551a.tar.gz,06b227a65795633bd5d3e19512afdef8a4d4c357522ec98379d4db1a7d2f8905,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26772965,,,-11.40895834,-5.43320871,5.97574963,5.97574963,-0.32481458,-2.01742376,0.54949305,5.378328380305333,9.999999998205888e-09,111.149675,nco_carbon,2,5.582126440607161,1.4,960,1,0.30765435,7.969,2,3.87275682577926,1.93637841288963,17.988628634761252,0.14895833333333333,-0.35089047288805597,10,0.30845939,7.967,2,3.87276620918751,1.936383104593755,21.00769917486104,0.17395833333333333,-0.36136700022561374,0.30805687000000004,0.30765435,0.30845939,0.0008050399999999791,7.968,7.967,7.969,0.002000000000000668,3.8727615174833847,3.87275682577926,3.87276620918751,9.38340824996331e-06,19.498163904811147,17.988628634761252,21.00769917486104,3.01907054009979,0.16145833333333331,0.14895833333333333,0.17395833333333333,0.024999999999999994,-0.35612873655683486,-0.36136700022561374,-0.35089047288805597,0.010476527337557773,1f40f74737e9a17f8f1419980fcea426bb72e0c9a0a804a823c2cf35fe85bb41,cd05c1e4d2c4028dde17b389aa498e4648bac2d796701d3b697ee499f787b71b,17cdf5db2b72539fd21afa306067957373eb8f216f8633d8bd8e5e778e955fc4
8000087,0008_000088_cf_35ea58cd742b8f28611a,commercial_hdi,diisocyanate,cf_35ea58cd742b8f28611a,reality_commercial_hdi,88,O=C=NCCCCCCN=C=O,success,,,,结果包/35/0008_000088_cf_35ea58cd742b8f28611a.tar.gz,e9bb5ff0d62c10ed88ad2a77f04d7a9cd8aa151f8fb2395bb3952c7351703ed2,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.2677279,,,-11.41120764,-5.43385405,5.977353590000001,5.97735359,-0.73932073,-1.76216931,-0.94360666,5.417097823331718,1.000000009881985e-08,111.151665,nco_carbon,2,5.47564680620104,1.4,960,1,0.30755774,7.97,2,3.87203060175466,1.93601530087733,18.491807058111217,0.153125,-0.3744501560300928,10,0.30862893,7.966,2,3.87284196794761,1.936420983973805,20.001342328161112,0.165625,-0.361399069569035,0.308093335,0.30755774,0.30862893,0.0010711899999999996,7.968,7.966,7.97,0.0039999999999995595,3.872436284851135,3.87203060175466,3.87284196794761,0.0008113661929498583,19.246574693136164,18.491807058111217,20.001342328161112,1.509535270049895,0.159375,0.153125,0.165625,0.012499999999999983,-0.3679246127995639,-0.3744501560300928,-0.361399069569035,0.013051086461057793,606bcb5194ffe706d9fcf973e3f0b6e03f79ab1b06f36551e1c5a5a9ccdeee9c,1bf9246f958ac81ddd45927250bd53a2fa111cb35fd014fcff97077b3b113874,14780c0cbf52b6f652e31d0950c2ff8557fe342491d66aeb955bc1aae264b627
8000088,0008_000089_cf_780b4805ff46c123d02d,commercial_hdi,diisocyanate,cf_780b4805ff46c123d02d,reality_commercial_hdi,89,O=C=NCCCCCCN=C=O,success,,,,结果包/78/0008_000089_cf_780b4805ff46c123d02d.tar.gz,0527e1fcb9357d9f7f2e8c3e83431c346792dba2879126426bab426ee97f898f,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26769315,,,-11.42471703,-5.40250944,6.02220759,6.0222076,-0.22998181,-2.03162538,0.61261617,5.425119649425247,2.000000000335067e-08,111.142691,nco_carbon,2,6.906273309154143,1.4,960,1,0.30790437,7.969,2,3.87470669297101,1.937353346485505,22.01405602156097,0.18229166666666666,-0.30812541034441354,10,0.30727059,7.971,2,3.87853150990085,1.939265754950425,26.794251043385636,0.221875,-0.28319946784949357,0.30758748,0.30727059,0.30790437,0.0006337799999999727,7.970000000000001,7.969,7.971,0.0019999999999997797,3.87661910143593,3.87470669297101,3.87853150990085,0.003824816929840047,24.404153532473302,22.01405602156097,26.794251043385636,4.780195021824664,0.20208333333333334,0.18229166666666666,0.221875,0.03958333333333333,-0.29566243909695356,-0.30812541034441354,-0.28319946784949357,0.024925942494919973,127b8049e6c772112904a16c8edc19ed2016e0e55d314e4e50ff78f288bc0f90,40acf884ff777aa77a2c44b99bded5bc087d5dbd70e8cc19e3a10d186d648ff7,53aa525afc03606cf7f8a975ab04624effb09aa993d2ffb71f0c6f227e43df12
8000089,0008_000090_cf_d57f77aca1eb6c515238,commercial_hdi,diisocyanate,cf_d57f77aca1eb6c515238,reality_commercial_hdi,90,O=C=NCCCCCCN=C=O,success,,,,结果包/d5/0008_000090_cf_d57f77aca1eb6c515238.tar.gz,6f5d2eda6a32a4f1259adddba9cf4d8c3829cae3b9a2976d85a81731868eb0d5,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26769091,,,-11.42429595,-5.40355056,6.020745389999999,6.0207454,0.43449974,-1.3164825,0.72673562,3.9785111986626434,-1.0000000039839252e-08,111.144594,nco_carbon,2,7.420023779995911,1.4,960,1,0.30720708,7.971,2,3.87772216157875,1.938861080789375,21.259288386536024,0.17604166666666668,-0.2935066406477822,10,0.30629985,7.974,2,3.87861609987222,1.93930804993611,26.16527801419819,0.21666666666666667,-0.2980657651320513,0.306753465,0.30629985,0.30720708,0.0009072300000000366,7.9725,7.971,7.974,0.0030000000000001137,3.878169130725485,3.87772216157875,3.87861609987222,0.0008939382934700646,23.712283200367107,21.259288386536024,26.16527801419819,4.905989627662166,0.19635416666666666,0.17604166666666668,0.21666666666666667,0.040624999999999994,-0.29578620288991675,-0.2980657651320513,-0.2935066406477822,0.004559124484269095,905868d3f98418ee8a0164352760b93e10aa3ab155eae5b99ca979cca98ff579,0d45593af26e2ab337b3fe067c91ac92a592265a3b5e14e6984232a9e6f6e473,fda1300a7682c5723942642456ce4f7567221fb04bb5e0378d8d518e801e2d24
8000090,0008_000091_cf_1f531c8016329988aec2,commercial_hdi,diisocyanate,cf_1f531c8016329988aec2,reality_commercial_hdi,91,O=C=NCCCCCCN=C=O,success,,,,结果包/1f/0008_000091_cf_1f531c8016329988aec2.tar.gz,cbc7ae1088de400c6a96b743260723a060d5fb91b3afc4e0454847c42bd38443,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26755806,,,-11.40096753,-5.36670758,6.034259950000001,6.03425995,-0.97170152,-1.01590863,-0.13906904,3.590628401790872,1.0000000036369805e-08,111.147026,nco_carbon,2,7.498276072219406,1.4,960,1,0.30741159,7.97,2,3.8753849193039995,1.9376924596519998,20.378726145673586,0.16875,-0.31561601317178667,10,0.30622707,7.974,2,3.87842673044524,1.93921336522262,26.291072620035674,0.21770833333333334,-0.290432688514922,0.30681933,0.30622707,0.30741159,0.0011845200000000222,7.9719999999999995,7.97,7.974,0.004000000000000448,3.87690582487462,3.8753849193039995,3.87842673044524,0.003041811141240469,23.33489938285463,20.378726145673586,26.291072620035674,5.912346474362089,0.19322916666666667,0.16875,0.21770833333333334,0.048958333333333326,-0.30302435084335433,-0.31561601317178667,-0.290432688514922,0.02518332465686468,5155bfb8b5ce40dcaf08772f524ccb5de6be0c4cf6ca20d0ecb5233bddae2e78,96f637e406dc38e044c7cde110c58603df000b7c0464f5361581027b6ade107b,ab67ae7ca5ea938c7cce4696fe88d3b7945deb179336b7c3fcd6a3bb765fd99a
8000091,0008_000092_cf_cb735f475a8b7496197b,commercial_hdi,diisocyanate,cf_cb735f475a8b7496197b,reality_commercial_hdi,92,O=C=NCCCCCCN=C=O,success,,,,结果包/cb/0008_000092_cf_cb735f475a8b7496197b.tar.gz,56cf902f3f29fca7b76650ee4b6f0173d854ff704d0bee27559b5e74eecd17d2,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26755433,,,-11.48989077,-5.41362193,6.076268840000001,6.07626884,-0.41098077,-0.35483647,-0.50721777,1.8885771089245735,-1.0000000022492017e-08,111.131263,nco_carbon,2,8.680840648201468,1.4,960,1,0.30775155,7.969,2,3.87415224443543,1.937076122217715,22.64302905074843,0.1875,-0.3322971538708064,10,0.30706573,7.971,2,3.8785417911715303,1.9392708955857652,27.04584025506062,0.22395833333333334,-0.2940457711503828,0.30740864,0.30706573,0.30775155,0.0006858200000000036,7.970000000000001,7.969,7.971,0.0019999999999997797,3.8763470178034805,3.87415224443543,3.8785417911715303,0.004389546736100147,24.844434652904525,22.64302905074843,27.04584025506062,4.40281120431219,0.20572916666666669,0.1875,0.22395833333333334,0.03645833333333334,-0.3131714625105946,-0.3322971538708064,-0.2940457711503828,0.03825138272042361,197a85f02e1261ec5982a99b1a8552af9daafd1258a6d3d258cb2d09461c2233,dd556ac11151b2915b872b3fc6e9c8c87380b83e357541fdda54cb5db9e299cf,b6f0d15f63922271e12a287831024e74b379ba78a6adf325452380880e371efc
8000092,0008_000093_cf_eb89c7a257aef17a2e6e,commercial_hdi,diisocyanate,cf_eb89c7a257aef17a2e6e,reality_commercial_hdi,93,O=C=NCCCCCCN=C=O,success,,,,结果包/eb/0008_000093_cf_eb89c7a257aef17a2e6e.tar.gz,2c3d8b664bcd15d739e1bd0d2d56f89b23fabb69fe65b839ec41a5827cc05a74,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26755192,,,-11.39054743,-5.36448896,6.02605847,6.02605847,-1.05844067,-0.88588019,-0.39389355,3.6482976614958282,-1.000000000861423e-08,111.146313,nco_carbon,2,7.394354729325093,1.4,960,1,0.30737248,7.97,2,3.87539646784697,1.937698233923485,20.378726145673586,0.16875,-0.3283480095093321,10,0.30617762,7.974,2,3.8783500334654697,1.9391750167327348,26.668456437548144,0.22083333333333333,-0.3018229693598138,0.30677505,0.30617762,0.30737248,0.0011948600000000198,7.9719999999999995,7.97,7.974,0.004000000000000448,3.87687325065622,3.87539646784697,3.8783500334654697,0.0029535656184997983,23.523591291610863,20.378726145673586,26.668456437548144,6.289730291874559,0.19479166666666667,0.16875,0.22083333333333333,0.052083333333333315,-0.31508548943457293,-0.3283480095093321,-0.3018229693598138,0.026525040149518286,31ba4d70bf3eab9394058b5dee2c509fee43bbfa579bb1de483c10d8571640bf,7f38c40cae0d09c8d7fad9897bc0d0fb22eddce0a62dc120a65f984f5641937c,2632b0f3932dfdb67a274dc4a2ed55677225d8852ad286c777b865911ad55818
8000093,0008_000094_cf_763442e2027850426989,commercial_hdi,diisocyanate,cf_763442e2027850426989,reality_commercial_hdi,94,O=C=NCCCCCCN=C=O,success,,,,结果包/76/0008_000094_cf_763442e2027850426989.tar.gz,90d3969c2c647d0b75bfd60610c8f26c5d5657d95f5fd262000cb744eec4b62b,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26753837,,,-11.45438297,-5.40806597,6.046316999999999,6.046317,0.13343507,-1.50296088,-0.28231087,3.9017214782224454,-1.0408340855860843e-17,111.13219,nco_carbon,2,6.7608835422837466,1.4,960,1,0.30599785,7.975,2,3.87829036760822,1.93914518380411,27.297429466735608,0.22604166666666667,-0.2764874156584951,10,0.30723507,7.971,2,3.8775845212201903,1.9387922606100951,21.38508299237352,0.17708333333333334,-0.26043260277124514,0.30661646,0.30599785,0.30723507,0.0012372199999999833,7.973,7.971,7.975,0.0039999999999995595,3.877937444414205,3.8775845212201903,3.87829036760822,0.0007058463880298405,24.341256229554563,21.38508299237352,27.297429466735608,5.912346474362089,0.2015625,0.17708333333333334,0.22604166666666667,0.048958333333333326,-0.2684600092148701,-0.2764874156584951,-0.26043260277124514,0.01605481288724997,461c4b505e80899b34f08806f7b10c18a3115bcf39ce315ac456682ed9f429c8,fa6ba2d7956427fd37248c03a38666c2894869007e15ed9746f9650c394f03d4,b857df8f0412bbdc8440bca718a2c3801267fe48a339c3d6dfb96ff9a33dff63
8000094,0008_000095_cf_3e5ab9c7632b34b71573,commercial_hdi,diisocyanate,cf_3e5ab9c7632b34b71573,reality_commercial_hdi,95,O=C=NCCCCCCN=C=O,success,,,,结果包/3e/0008_000095_cf_3e5ab9c7632b34b71573.tar.gz,5b50392fe234c12cbd6896d16bdf54d625b42199a1d1fc731be974327891b9f7,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-37.26752435,,,-11.25734895,-5.27016627,5.987182680000001,5.98718269,-0.04669596,-1.63740195,0.0321884,4.164355683844674,-6.591949208711867e-17,111.146042,nco_carbon,2,2.9372026957513704,1.4,960,1,0.30960253,7.964,2,3.87529255914266,1.93764627957133,16.604887970548848,0.1375,-0.4627973042486295,10,0.30835184,7.968,2,3.87248662221345,1.936243311106725,13.96320124796153,0.115625,-0.4627973042486295,0.308977185,0.30835184,0.30960253,0.0012506899999999987,7.966,7.964,7.968,0.0039999999999995595,3.873889590678055,3.87248662221345,3.87529255914266,0.002805936929210162,15.28404460925519,13.96320124796153,16.604887970548848,2.641686722587318,0.12656250000000002,0.115625,0.1375,0.021875000000000006,-0.4627973042486295,-0.4627973042486295,-0.4627973042486295,0.0,57d2e7e808224f784d551d2fa415531d043ca6a3c92eb64462ff5759ccbd05d0,50d7aa40419d777cd54cd60e7ab9e0952f700d47fb07ae85a86da851d17fc1a6,df350fab8f1cb4fd85268b98c529a2245e264abcbccd1cd038dfe6e91d0046d0
