curve_id,source_id,source_family_id,formulation_id,sample_id,release_model_ready,leakage_group,development_split,point_count,endpoint_status,curve_type,evidence_scope,source_locator,citation_keys,energy_density_to_25pct_mj_m3,low_strain_modulus_status,max_observed_strain,max_observed_strain_unit,max_observed_stress_mpa,recorded_energy_density_mj_m3,secant_modulus_10pct_mpa,stress_at_100pct_mpa,stress_at_10pct_mpa,stress_at_25pct_mpa,stress_at_300pct_mpa,stress_at_50pct_mpa
compression:RPUF_1.5:RPUF2_compression_Specimen_1,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_1.5,RPUF2_compression_Specimen_1,True,hard_group_fd781ae26d0b0ae3,train,234,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF15_compression_RawData/RPUF2_compression_Specimen_1.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0279385648,,0.26967,dimensionless,0.20414,0.03184190355,1.0352,,0.10352,0.19285,,
compression:RPUF_1.5:RPUF2_compression_Specimen_2,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_1.5,RPUF2_compression_Specimen_2,True,hard_group_fd781ae26d0b0ae3,train,235,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF15_compression_RawData/RPUF2_compression_Specimen_2.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.02538110935,,0.26896,dimensionless,0.19061,0.0288861618,0.9362,,0.09362,0.179105,,
compression:RPUF_1.5:RPUF2_compression_Specimen_3,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_1.5,RPUF2_compression_Specimen_3,True,hard_group_fd781ae26d0b0ae3,train,237,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF15_compression_RawData/RPUF2_compression_Specimen_3.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.02416756655,,0.26939,dimensionless,0.17669,0.027496349,0.90606,,0.090606,0.1666,,
compression:RPUF_1.5:RPUF2_compression_Specimen_4,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_1.5,RPUF2_compression_Specimen_4,True,hard_group_fd781ae26d0b0ae3,train,236,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF15_compression_RawData/RPUF2_compression_Specimen_4.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0258491194078,,0.26918,dimensionless,0.18873,0.0293587098,0.955794736842,,0.0955794736842,0.17742626087,,
compression:RPUF_1.5:RPUF2_compression_Specimen_5,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_1.5,RPUF2_compression_Specimen_5,True,hard_group_fd781ae26d0b0ae3,train,226,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF15_compression_RawData/RPUF2_compression_Specimen_5.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0214239309864,,0.26882,dimensionless,0.18327,0.0247651062,0.654172649573,,0.0654172649573,0.171850909091,,
compression:RPUF_1.5:RPUF2_compression_Specimen_6,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_1.5,RPUF2_compression_Specimen_6,True,hard_group_fd781ae26d0b0ae3,train,235,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF15_compression_RawData/RPUF2_compression_Specimen_6.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0233341836385,,0.26989,dimensionless,0.17961,0.02679131155,0.813654385965,,0.0813654385965,0.168103076923,,
compression:RPUF_3.0:RPUF3_compression_Specimen_1,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_3.0,RPUF3_compression_Specimen_1,True,hard_group_fd781ae26d0b0ae3,train,205,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF30_compression_RawData/RPUF3_compression_Specimen_1.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0216799138,,0.26984,dimensionless,0.17581,0.0250602693,0.717272727273,,0.0717272727273,0.16496,,
compression:RPUF_3.0:RPUF3_compression_Specimen_2,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_3.0,RPUF3_compression_Specimen_2,True,hard_group_fd781ae26d0b0ae3,train,203,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF30_compression_RawData/RPUF3_compression_Specimen_2.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0236806041199,,0.26933,dimensionless,0.19142,0.0272763423,0.7863,,0.07863,0.180372030075,,
compression:RPUF_3.0:RPUF3_compression_Specimen_3,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_3.0,RPUF3_compression_Specimen_3,True,hard_group_fd781ae26d0b0ae3,train,205,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF30_compression_RawData/RPUF3_compression_Specimen_3.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0251945782354,,0.26984,dimensionless,0.20074,0.0290597419,0.86722481203,,0.086722481203,0.188667089552,,
compression:RPUF_3.0:RPUF3_compression_Specimen_4,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_3.0,RPUF3_compression_Specimen_4,True,hard_group_fd781ae26d0b0ae3,train,192,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF30_compression_RawData/RPUF3_compression_Specimen_4.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0228327385211,,0.26976,dimensionless,0.17636,0.0262288674,0.775138297872,,0.0775138297872,0.167394225352,,
compression:RPUF_3.0:RPUF3_compression_Specimen_5,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_3.0,RPUF3_compression_Specimen_5,True,hard_group_fd781ae26d0b0ae3,train,190,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF30_compression_RawData/RPUF3_compression_Specimen_5.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0212949209927,,0.26921,dimensionless,0.16379,0.0243649757,0.71728,,0.071728,0.155817062937,,
compression:RPUF_3.0:RPUF3_compression_Specimen_6,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_3.0,RPUF3_compression_Specimen_6,True,hard_group_fd781ae26d0b0ae3,train,195,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF30_compression_RawData/RPUF3_compression_Specimen_6.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0250021989779,,0.26943,dimensionless,0.19251,0.0286326086,0.8943,,0.08943,0.181055571429,,
compression:RPUF_4.5:RPUF4_compression_Specimen_1,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_4.5,RPUF4_compression_Specimen_1,True,hard_group_fd781ae26d0b0ae3,train,227,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF45_compression_RawData/RPUF4_compression_Specimen_1.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0182311993,,0.26906,dimensionless,0.13693,0.0207542592,0.6398,,0.06398,0.12779,,
compression:RPUF_4.5:RPUF4_compression_Specimen_2,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_4.5,RPUF4_compression_Specimen_2,True,hard_group_fd781ae26d0b0ae3,train,233,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF45_compression_RawData/RPUF4_compression_Specimen_2.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0177846120375,,0.26946,dimensionless,0.13478,0.0203179753,0.631864102564,,0.0631864102564,0.1256875,,
compression:RPUF_4.5:RPUF4_compression_Specimen_3,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_4.5,RPUF4_compression_Specimen_3,True,hard_group_fd781ae26d0b0ae3,train,231,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF45_compression_RawData/RPUF4_compression_Specimen_3.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0190061713,,0.26996,dimensionless,0.14212,0.0217445947,0.690407563025,,0.0690407563025,0.13239,,
compression:RPUF_4.5:RPUF4_compression_Specimen_4,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_4.5,RPUF4_compression_Specimen_4,True,hard_group_fd781ae26d0b0ae3,train,231,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF45_compression_RawData/RPUF4_compression_Specimen_4.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.018804791993,,0.26901,dimensionless,0.14107,0.0213951198,0.6857,,0.06857,0.131601478261,,
compression:RPUF_4.5:RPUF4_compression_Specimen_5,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_4.5,RPUF4_compression_Specimen_5,True,hard_group_fd781ae26d0b0ae3,train,231,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF45_compression_RawData/RPUF4_compression_Specimen_5.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0191701054859,,0.269,dimensionless,0.14106,0.0217597023,0.705674789916,,0.0705674789916,0.131688717949,,
compression:RPUF_4.5:RPUF4_compression_Specimen_6,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_4.5,RPUF4_compression_Specimen_6,True,hard_group_fd781ae26d0b0ae3,train,235,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF45_compression_RawData/RPUF4_compression_Specimen_6.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0190040434561,,0.2699,dimensionless,0.1426,0.0217428535,0.701712068966,,0.0701712068966,0.13270245614,,
compression:RPUF_6.0:RPUF5_compression_Specimen_1,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_6.0,RPUF5_compression_Specimen_1,True,hard_group_fd781ae26d0b0ae3,train,201,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF60_compression_RawData/RPUF5_compression_Specimen_1.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0168026126933,,0.26992,dimensionless,0.15111,0.01971840515,0.520372180451,,0.0520372180451,0.141618444444,,
compression:RPUF_6.0:RPUF5_compression_Specimen_2,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_6.0,RPUF5_compression_Specimen_2,True,hard_group_fd781ae26d0b0ae3,train,214,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF60_compression_RawData/RPUF5_compression_Specimen_2.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.016188067208,,0.26995,dimensionless,0.15385,0.01915119775,0.462184375,,0.0462184375,0.1432736,,
compression:RPUF_6.0:RPUF5_compression_Specimen_3,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_6.0,RPUF5_compression_Specimen_3,True,hard_group_fd781ae26d0b0ae3,train,193,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF60_compression_RawData/RPUF5_compression_Specimen_3.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0191737527638,,0.26902,dimensionless,0.15084,0.0219651369,0.666126428571,,0.0666126428571,0.14280106383,,
compression:RPUF_6.0:RPUF5_compression_Specimen_4,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_6.0,RPUF5_compression_Specimen_4,True,hard_group_fd781ae26d0b0ae3,train,197,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF60_compression_RawData/RPUF5_compression_Specimen_4.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0190083118514,,0.26941,dimensionless,0.16039,0.02203725455,0.579647482014,,0.0579647482014,0.15164115942,,
compression:RPUF_6.0:RPUF5_compression_Specimen_5,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_6.0,RPUF5_compression_Specimen_5,True,hard_group_fd781ae26d0b0ae3,train,205,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF60_compression_RawData/RPUF5_compression_Specimen_5.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0208240877315,,0.26909,dimensionless,0.15865,0.023762942,0.779386466165,,0.0779386466165,0.149438518519,,
compression:RPUF_6.0:RPUF5_compression_Specimen_6,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,RPUF_6.0,RPUF5_compression_Specimen_6,True,hard_group_fd781ae26d0b0ae3,train,210,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/RPUF60_compression_RawData/RPUF5_compression_Specimen_6.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0222912751182,,0.26919,dimensionless,0.17786,0.0256191418,0.74114,,0.074114,0.169096434109,,
compression:SPUF_0:SPUF1_compression_Specimen__1,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_0,SPUF1_compression_Specimen__1,True,hard_group_fd781ae26d0b0ae3,train,218,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF00_compression_RawData/SPUF1_compression_Specimen__1.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00261381281452,,0.2697,dimensionless,0.01645,0.00292892,0.1078784,,0.01078784,0.0155301612903,,
compression:SPUF_0:SPUF1_compression_Specimen__2,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_0,SPUF1_compression_Specimen__2,True,hard_group_fd781ae26d0b0ae3,train,216,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF00_compression_RawData/SPUF1_compression_Specimen__2.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0026202648125,,0.26912,dimensionless,0.01777,0.002949414,0.103829133858,,0.0103829133858,0.016684375,,
compression:SPUF_0:SPUF1_compression_Specimen__3,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_0,SPUF1_compression_Specimen__3,True,hard_group_fd781ae26d0b0ae3,train,215,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF00_compression_RawData/SPUF1_compression_Specimen__3.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0026800173276,,0.26999,dimensionless,0.01876,0.0030418039,0.10227734375,,0.010227734375,0.01752864,,
compression:SPUF_0:SPUF1_compression_Specimen__4,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_0,SPUF1_compression_Specimen__4,True,hard_group_fd781ae26d0b0ae3,train,215,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF00_compression_RawData/SPUF1_compression_Specimen__4.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00279563755,,0.26969,dimensionless,0.01809,0.0031407546,0.11133968254,,0.011133968254,0.017035,,
compression:SPUF_0:SPUF1_compression_Specimen__5,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_0,SPUF1_compression_Specimen__5,True,hard_group_fd781ae26d0b0ae3,train,215,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF00_compression_RawData/SPUF1_compression_Specimen__5.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00317058317857,,0.26909,dimensionless,0.01867,0.00351801205,0.128225396825,,0.0128225396825,0.0177342857143,,
