source_directory,source_record_id,observation_id,formulation_id,sample_id,record_kind,component_name,component_role,property_name,value,unit,uncertainty_value,uncertainty_type,condition_name,condition_value,condition_unit,target_origin,data_origin,reduction_level,method_or_test_protocol,fidelity_level,gold_admission_status,mapping_status,protocol_status,potential_weight_ceiling,current_weight_materialized,training_weight,split_group,source_locator,file_sha256,license,citation_keys,notes
第十六批实验_再生PU泡沫,article-compression:RPUF_0,recycled-pu:RPUF_0:article-stress-at-25pct,RPUF_0,RPUF_0,aggregate_scalar,,,compressive_strength_at_25_percent_deformation,213.5,kPa,,,compressive_strain,0.25,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=8;formulation=RPUF_0;strain=25%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:RPUF_1.5,recycled-pu:RPUF_1.5:article-stress-at-10pct,RPUF_1.5,RPUF_1.5,aggregate_scalar,,,compressive_strength_at_10_percent_deformation,88.4,kPa,,,compressive_strain,0.1,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=8;formulation=RPUF_1.5;strain=10%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:RPUF_1.5,recycled-pu:RPUF_1.5:article-stress-at-25pct,RPUF_1.5,RPUF_1.5,aggregate_scalar,,,compressive_strength_at_25_percent_deformation,176.0,kPa,,,compressive_strain,0.25,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=8;formulation=RPUF_1.5;strain=25%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:RPUF_3.0,recycled-pu:RPUF_3.0:article-stress-at-10pct,RPUF_3.0,RPUF_3.0,aggregate_scalar,,,compressive_strength_at_10_percent_deformation,79.3,kPa,,,compressive_strain,0.1,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=8;formulation=RPUF_3.0;strain=10%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:RPUF_3.0,recycled-pu:RPUF_3.0:article-stress-at-25pct,RPUF_3.0,RPUF_3.0,aggregate_scalar,,,compressive_strength_at_25_percent_deformation,173.0,kPa,,,compressive_strain,0.25,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=8;formulation=RPUF_3.0;strain=25%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:RPUF_4.5,recycled-pu:RPUF_4.5:article-stress-at-10pct,RPUF_4.5,RPUF_4.5,aggregate_scalar,,,compressive_strength_at_10_percent_deformation,67.6,kPa,,,compressive_strain,0.1,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=8;formulation=RPUF_4.5;strain=10%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:RPUF_4.5,recycled-pu:RPUF_4.5:article-stress-at-25pct,RPUF_4.5,RPUF_4.5,aggregate_scalar,,,compressive_strength_at_25_percent_deformation,130.3,kPa,,,compressive_strain,0.25,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=8;formulation=RPUF_4.5;strain=25%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:RPUF_6.0,recycled-pu:RPUF_6.0:article-stress-at-10pct,RPUF_6.0,RPUF_6.0,aggregate_scalar,,,compressive_strength_at_10_percent_deformation,62.5,kPa,,,compressive_strain,0.1,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=8;formulation=RPUF_6.0;strain=10%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:RPUF_6.0,recycled-pu:RPUF_6.0:article-stress-at-25pct,RPUF_6.0,RPUF_6.0,aggregate_scalar,,,compressive_strength_at_25_percent_deformation,149.7,kPa,,,compressive_strain,0.25,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=8;formulation=RPUF_6.0;strain=25%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:SPUF_0,recycled-pu:SPUF_0:article-stress-at-10pct,SPUF_0,SPUF_0,aggregate_scalar,,,compressive_strength_at_10_percent_deformation,12.2,kPa,,,compressive_strain,0.1,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=9;formulation=SPUF_0;strain=10%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:SPUF_0,recycled-pu:SPUF_0:article-stress-at-25pct,SPUF_0,SPUF_0,aggregate_scalar,,,compressive_strength_at_25_percent_deformation,17.4,kPa,,,compressive_strain,0.25,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=9;formulation=SPUF_0;strain=25%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:SPUF_1.5,recycled-pu:SPUF_1.5:article-stress-at-10pct,SPUF_1.5,SPUF_1.5,aggregate_scalar,,,compressive_strength_at_10_percent_deformation,14.8,kPa,,,compressive_strain,0.1,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=9;formulation=SPUF_1.5;strain=10%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:SPUF_1.5,recycled-pu:SPUF_1.5:article-stress-at-25pct,SPUF_1.5,SPUF_1.5,aggregate_scalar,,,compressive_strength_at_25_percent_deformation,24.5,kPa,,,compressive_strain,0.25,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=9;formulation=SPUF_1.5;strain=25%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:SPUF_3.0,recycled-pu:SPUF_3.0:article-stress-at-10pct,SPUF_3.0,SPUF_3.0,aggregate_scalar,,,compressive_strength_at_10_percent_deformation,11.3,kPa,,,compressive_strain,0.1,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=9;formulation=SPUF_3.0;strain=10%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:SPUF_3.0,recycled-pu:SPUF_3.0:article-stress-at-25pct,SPUF_3.0,SPUF_3.0,aggregate_scalar,,,compressive_strength_at_25_percent_deformation,20.1,kPa,,,compressive_strain,0.25,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=9;formulation=SPUF_3.0;strain=25%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:SPUF_4.5,recycled-pu:SPUF_4.5:article-stress-at-10pct,SPUF_4.5,SPUF_4.5,aggregate_scalar,,,compressive_strength_at_10_percent_deformation,13.2,kPa,,,compressive_strain,0.1,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=9;formulation=SPUF_4.5;strain=10%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
第十六批实验_再生PU泡沫,article-compression:SPUF_4.5,recycled-pu:SPUF_4.5:article-stress-at-25pct,SPUF_4.5,SPUF_4.5,aggregate_scalar,,,compressive_strength_at_25_percent_deformation,23.0,kPa,,,compressive_strain,0.25,dimensionless,experimental,published_article_table,aggregate,UNE-EN ISO 604; published Table 5 or Table 6,published_experimental_aggregate,admitted_reference,formulation_resolved_commercial_components_unresolved,published_aggregate_reproduced_by_raw_curves,0.4,False,,family_elorza_recycled_pu_foam,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/论文_10.12688_openreseurope.13288.2.pdf#page=9;formulation=SPUF_4.5;strain=25%,95e32ae80b63afdbf144b002099d4e546e5bb2dfb49aae406ca645df7c02c0e4,CC BY 4.0,elorza-2021-recycled-pu-foam-data;elorza-2021-recycled-pu-foam-paper,与逐试样原始曲线共享来源家族预算，不重复计独立样本。
