component_id,inchi_key,interface_name,query_status,evidence_level,query_value,result_count,result_summary,result_url,queried_utc,cache_key,limitations
commercial_deg,MTHSVFCYNBDYFN-UHFFFAOYSA-N,emolecules_link,link_generated,manual_exact_structure_search,OCCOCCO,0,exact_structure_search_url,https://www.emolecules.com/search/?q=OCCOCCO&t=1,2026-08-24T14:34:36.268679+00:00,5d07a8639ceef5909fd0ec5c6cde126f84f37894a752e456d1d0f0915eed9daf,eMolecules没有公开无密钥库存API；必须打开链接人工核验
commercial_deg,MTHSVFCYNBDYFN-UHFFFAOYSA-N,smallworld,completed,public_purchasable_space_search,database=zinc;distance=0,1,0,https://sw.docking.org/search.html,2026-08-24T14:34:40.044407+00:00,9b03c3692a3f818174f41aa4f67014b072088fdd3d0570c8e2032dd2228cd668,非官方公共服务，不用于大批量或实时库存；相似命中不是同一物质
commercial_eg,LYCAIKOWRPUZTN-UHFFFAOYSA-N,pubchem_vendor,completed,vendor_directory,174,280,"001Chemical;10X CHEM;A2B Chem;AA BLOCKS;AKos Consulting & Solutions;Achemtek;Acmec Biochemical;Aladdin Scientific;Alfa Chemistry;Ambeed;Angene Chemical;AppChem;BLD Pharm;BOC Sciences;BenchChem;Biorbyt;Biosynth;BroadPharm;CAPOT;CATO Research Chemicals Inc.;Chem-Impex;Chem-Space.com Database;Chemenu Inc.;ChemoSapiens;Clearsynth;Clinivex;Combi-Blocks;Cooke Chemical Co., Ltd;CymitQuimica;Enamine;Ereztech;EvitaChem;Finetech Industry Limited;Fluorochem;Glentham Life Sciences Ltd.;Hairui Chemical;Innovapharm;J&H Chemical Co.,ltd;Key Organics/BIONET;LGC Standards;Life Chemicals;Matrix Scientific;Mcule;MedChemexpress MCE;MolCore;Molport;Oakwood Products;Protheragen;Quality Control Solutions (QCS Standards);RR Scientific;Sigma-Aldrich;Sinfoo Biotech;Smolecule;Starshine Chemical;SynHet - Synthetic Heterocycles;TCI (Tokyo Chemical Industry);TargetMol;Thermo Fisher Scientific;Thoreauchem;VladaChem;Win-Win Chemical;Yuhao Chemical;abcr GmbH;eMolecules",https://pubchem.ncbi.nlm.nih.gov/compound/174,2026-08-24T14:06:46.901442+00:00,c9dffd78ffdf3be6b0ce3c185a89efd66c50fabcd9550361b6f87f62f0d01da2,PubChem目录可能重复或过期，不代表实时库存；vendor_urls=http://achemtek.com/;http://innovapharm.com.ua/;http://sinfoobiotech.com/;http://www.abcr.com/de_en;http://www.acmec.com.cn/;http://www.akosgmbh.de/AKosSamples/index.html;http://www.angenechemical.com;http://www.broadpharm.com;http://www.chemimpex.com/;http://www.chemyuhao.com/;http://www.combi-blocks.com;http://www.cookechem.com/;http://www.jhechem.com;http://www.lifechemicals.com;http://www.oakwoodchemical.com;http://www.rrscientific.com;http://www.sigmaaldrich.com;http://www.tcichemicals.com/en/us/;http://www.thoreauchem.com/;https://buildingblock.bocsci.com/;https://chem-space.com;https://chemosapiens.com;https://cymitquimica.com/;https://en.cato-chem.com/;https://enaminestore.com/;https://ereztech.com/;https://fluorochem.co.uk;https://isotope-science.alfa-chemistry.com;https://mcule.com;https://qcsrm.com/;https://reagents.alfa-chemistry.com;https://www.001chemical.com/;https://www.10xchem.com/;https://www.a2bchem.com/;https://www.aablocks.com/;https://www.aladdinsci.com;https://www.alfa-apisector.com;https://www.alfa-chemistry.com;https://www.alfa-chemistry.com/;https://www.ambeed.com/;https://www.angenechemical.com/;https://www.appchemical.com/;https://www.benchchem.com/;https://www.biorbyt.com/;https://www.biosynth.com;https://www.bldpharm.com/;https://www.bocsci.com/;https://www.broadpharm.com;https://www.capotchem.com/;https://www.chemenu.com/;https://www.clearsynth.com/;https://www.clinivex.com/;https://www.emolecules.com/;https://www.evitachem.com;https://www.finetechnology-ind.com/;https://www.glentham.com/en/;https://www.hairuichem.com/;https://www.keyorganics.net/;https://www.lgcstandards.com/US/en/;https://www.matrixscientific.com/099591;https://www.medchemexpress.com/;https://www.molcore.com/;https://www.molport.com;https://www.protheragen.ai/;https://www.smolecule.com/;https://www.starshinechemical.com;https://www.synhet.com/;https://www.targetmol.com/contact-us;https://www.thermofisher.com/us/en/home.html;https://www.vladachem.com;https://www.win-winchemical.com/
commercial_eg,LYCAIKOWRPUZTN-UHFFFAOYSA-N,molbloom,completed,catalog_bloom_prefilter,zinc-instock-mini,1,catalog=zinc-instock-mini;hit=true,https://zinc20.docking.org/,2026-08-24T14:06:47.282476+00:00,c211c59ada9250d4fa5c41a619b29d3b9b948c8e6f1bc48038e1d9bb1f5a07ab,随包mini目录假阳性率约7%；ZINC20目录为历史快照，不代表实时库存
commercial_eg,LYCAIKOWRPUZTN-UHFFFAOYSA-N,emolecules_link,link_generated,manual_exact_structure_search,OCCO,0,exact_structure_search_url,https://www.emolecules.com/search/?q=OCCO&t=1,2026-08-24T14:34:45.047290+00:00,11f245245728b5ef0e00603bca491ed6b9f74f6d89341ad55551647e325d0825,eMolecules没有公开无密钥库存API；必须打开链接人工核验
commercial_eg,LYCAIKOWRPUZTN-UHFFFAOYSA-N,smallworld,completed,public_purchasable_space_search,database=zinc;distance=0,1,0,https://sw.docking.org/search.html,2026-08-24T14:34:47.856801+00:00,24a757ee25658cb87ce2e209b763477469fff3f55a98a6ff71470824bc54422d,非官方公共服务，不用于大批量或实时库存；相似命中不是同一物质
commercial_hdo_16,XXMIOPMDWAUFGU-UHFFFAOYSA-N,pubchem_vendor,completed,vendor_directory,12374,95,"001Chemical;10X CHEM;1st Scientific;A2B Chem;AA BLOCKS;AKos Consulting & Solutions;AbaChemScene;Accel Scientific;Achemtek;Acmec Biochemical;Aladdin Scientific;Alfa Chemistry;Allbio Pharm Co., Ltd;Ambeed;Angene Chemical;AppChem;AstaTech, Inc.;BLD Pharm;BOC Sciences;BenchChem;Biorbyt;Biosynth;BroadPharm;CAPOT;CATO Research Chemicals Inc.;CD Formulation;Chem-Space.com Database;Chemenu Inc.;ChemoSapiens;Combi-Blocks;Cooke Chemical Co., Ltd;CymitQuimica;Debye Scientific Co., Ltd;Enamine;Finetech Industry Limited;Fluorochem;Hairui Chemical;J&H Chemical Co.,ltd;Key Organics/BIONET;LGC Standards;Life Chemicals;Mcule;MedChemexpress MCE;MolCore;Molport;MuseChem;Oakwood Products;Quality Control Solutions (QCS Standards);RR Scientific;Sigma-Aldrich;Sinfoo Biotech;Smolecule;Starshine Chemical;SynHet - Synthetic Heterocycles;TCI (Tokyo Chemical Industry);TargetMol;Thermo Fisher Scientific;Thoreauchem;TimTec;VladaChem;Win-Win Chemical;Yuhao Chemical;abcr GmbH;eMolecules;eNovation Chemicals",https://pubchem.ncbi.nlm.nih.gov/compound/12374,2026-08-24T14:06:51.536007+00:00,d9baad8a29322acd2486779988b9421270b84658c6ced3d8742ff655ac5ee373,PubChem目录可能重复或过期，不代表实时库存；vendor_urls=http://achemtek.com/;http://sinfoobiotech.com/;http://www.abcr.com/de_en;http://www.acmec.com.cn/;http://www.akosgmbh.de/AKosSamples/index.html;http://www.allbiopharm.com;http://www.angenechemical.com;http://www.chemyuhao.com/;http://www.combi-blocks.com;http://www.cookechem.com/;http://www.jhechem.com;http://www.lifechemicals.com;http://www.oakwoodchemical.com;http://www.rrscientific.com;http://www.sigmaaldrich.com;http://www.tcichemicals.com/en/us/;http://www.thoreauchem.com/;http://www.timtec.net;https://chem-space.com;https://chemosapiens.com;https://cymitquimica.com/;https://en.cato-chem.com/;https://enaminestore.com/;https://ffc.alfa-chemistry.com;https://fluorochem.co.uk;https://mcule.com;https://qcsrm.com/;https://reagents.alfa-chemistry.com;https://surfactant.alfa-chemistry.com;https://www.001chemical.com/;https://www.10xchem.com/;https://www.1stsci.com/;https://www.a2bchem.com/;https://www.aablocks.com/;https://www.accelsci.com/;https://www.aladdinsci.com;https://www.alfa-apisector.com;https://www.alfa-chemistry.com;https://www.alfa-chemistry.com/;https://www.alfa-labotrial.com;https://www.ambeed.com/;https://www.angenechemical.com/;https://www.appchemical.com/;https://www.astatechinc.com/;https://www.benchchem.com/;https://www.biorbyt.com/;https://www.biosynth.com;https://www.bldpharm.com/;https://www.bocsci.com/;https://www.broadpharm.com;https://www.capotchem.com/;https://www.chemenu.com/;https://www.chemscene.com/;https://www.emolecules.com/;https://www.finetechnology-ind.com/;https://www.formulationbio.com/;https://www.hairuichem.com/;https://www.keyorganics.net/bionet/;https://www.lgcstandards.com/US/en/;https://www.medchemexpress.com/;https://www.molcore.com/;https://www.molport.com;https://www.musechem.com;https://www.smolecule.com/;https://www.starshinechemical.com;https://www.synhet.com/;https://www.targetmol.com/contact-us;https://www.thermofisher.com/us/en/home.html;https://www.vladachem.com;https://www.win-winchemical.com/
commercial_hdo_16,XXMIOPMDWAUFGU-UHFFFAOYSA-N,molbloom,completed,catalog_bloom_prefilter,zinc-instock-mini,1,catalog=zinc-instock-mini;hit=true,https://zinc20.docking.org/,2026-08-24T14:06:51.924102+00:00,f21079ccdc4cab9e89168bf9bf7ae35547e59829426a2d0a7ffc0c50f31816fa,随包mini目录假阳性率约7%；ZINC20目录为历史快照，不代表实时库存
commercial_hdo_16,XXMIOPMDWAUFGU-UHFFFAOYSA-N,emolecules_link,link_generated,manual_exact_structure_search,OCCCCCCO,0,exact_structure_search_url,https://www.emolecules.com/search/?q=OCCCCCCO&t=1,2026-08-24T14:34:52.858616+00:00,5c85f7cc61ebdd4291fd56958b0a404bf47a753495b8800ddb2ff782f7ac7c49,eMolecules没有公开无密钥库存API；必须打开链接人工核验
commercial_hdo_16,XXMIOPMDWAUFGU-UHFFFAOYSA-N,smallworld,completed,public_purchasable_space_search,database=zinc;distance=0,1,0,https://sw.docking.org/search.html,2026-08-24T14:34:56.762681+00:00,41ba035f4c1425b13634490c46a58a1021471494d4f84d1618ae75a0f75887c8,非官方公共服务，不用于大批量或实时库存；相似命中不是同一物质
commercial_hqee,WTPYFJNYAMXZJG-UHFFFAOYSA-N,pubchem_vendor,completed,vendor_directory,66912,69,"001Chemical;10X CHEM;A2B Chem;AA BLOCKS;AKos Consulting & Solutions;AbaChemScene;Accel Scientific;Acmec Biochemical;AgroIntelBioScan.com;AiFChem, an XtalPi Company;Aladdin Scientific;Alfa Chemistry;Ambeed;Angene Chemical;AppChem;AstaTech, Inc.;BLD Pharm;BOC Sciences;BenchChem;Biosynth;CATO Research Chemicals Inc.;Chem-Space.com Database;ChemBridge;Chemenu Inc.;ChemoSapiens;Combi-Blocks;Cooke Chemical Co., Ltd;CymitQuimica;Enamine;Finetech Industry Limited;Fluorochem;Hairui Chemical;J&H Chemical Co.,ltd;Key Organics/BIONET;Life Chemicals;Matrix Scientific;Mcule;MolCore;Molport;MuseChem;Oakwood Products;RR Scientific;Sigma-Aldrich;Smolecule;Starshine Chemical;SynHet - Synthetic Heterocycles;TCI (Tokyo Chemical Industry);Thermo Fisher Scientific;Thoreauchem;TimTec;VladaChem;Yuhao Chemical;abcr GmbH;eMolecules;eNovation Chemicals",https://pubchem.ncbi.nlm.nih.gov/compound/66912,2026-08-24T14:06:55.235511+00:00,a17e8f6e9aa5c7b968b787b6756241a3274f59fcf0e55b86e538b52e060273eb,PubChem目录可能重复或过期，不代表实时库存；vendor_urls=http://chembridge.com;http://www.abcr.com/de_en;http://www.acmec.com.cn/;http://www.akosgmbh.de/AKosSamples/index.html;http://www.chemyuhao.com/;http://www.combi-blocks.com;http://www.cookechem.com/;http://www.jhechem.com;http://www.lifechemicals.com;http://www.oakwoodchemical.com;http://www.rrscientific.com;http://www.sigmaaldrich.com;http://www.tcichemicals.com/en/us/;http://www.thoreauchem.com/;http://www.timtec.net;https://agrointelbioscan.com;https://chem-space.com;https://chemosapiens.com;https://cymitquimica.com/;https://en.cato-chem.com/;https://enaminestore.com/;https://ffc.alfa-chemistry.com;https://fluorochem.co.uk;https://mcule.com;https://polymer-stabilizer.alfa-chemistry.com;https://store.aifchem.com/;https://surface-coating.alfa-chemistry.com;https://www.001chemical.com/;https://www.10xchem.com/;https://www.a2bchem.com/;https://www.aablocks.com/;https://www.accelsci.com/;https://www.aladdinsci.com;https://www.alfa-apisector.com;https://www.alfa-chemistry.com;https://www.alfa-chemistry.com/;https://www.ambeed.com/;https://www.angenechemical.com/;https://www.appchemical.com/;https://www.astatechinc.com/;https://www.benchchem.com/;https://www.biosynth.com;https://www.bldpharm.com/;https://www.bocsci.com/;https://www.chemenu.com/;https://www.chemscene.com/;https://www.emolecules.com/;https://www.finetechnology-ind.com/;https://www.hairuichem.com/;https://www.keyorganics.net/;https://www.matrixscientific.com/;https://www.molcore.com/;https://www.molport.com;https://www.musechem.com;https://www.smolecule.com/;https://www.starshinechemical.com;https://www.synhet.com/;https://www.thermofisher.com/us/en/home.html;https://www.vladachem.com
commercial_hqee,WTPYFJNYAMXZJG-UHFFFAOYSA-N,molbloom,completed,catalog_bloom_prefilter,zinc-instock-mini,1,catalog=zinc-instock-mini;hit=true,https://zinc20.docking.org/,2026-08-24T14:06:55.621516+00:00,fbbc1b04d430308c5fbf4cb882954147dd378de9e7f698a241bf28436cbd240c,随包mini目录假阳性率约7%；ZINC20目录为历史快照，不代表实时库存
commercial_hqee,WTPYFJNYAMXZJG-UHFFFAOYSA-N,emolecules_link,link_generated,manual_exact_structure_search,OCCOc1ccc(OCCO)cc1,0,exact_structure_search_url,https://www.emolecules.com/search/?q=OCCOc1ccc%28OCCO%29cc1&t=1,2026-08-24T14:35:01.764229+00:00,7ee99386075f7b7f9b21b0107f388666004e00cf1dffc750f473150cf0015fa6,eMolecules没有公开无密钥库存API；必须打开链接人工核验
commercial_hqee,WTPYFJNYAMXZJG-UHFFFAOYSA-N,smallworld,completed,public_purchasable_space_search,database=zinc;distance=0,1,0,https://sw.docking.org/search.html,2026-08-24T14:35:05.517863+00:00,46b45c8b283544891b8a4ab0cc0574e08c5bb221ed19cbd09e8a2d49636f49f8,非官方公共服务，不用于大批量或实时库存；相似命中不是同一物质
